Afonso Cláudio,Águia Branca,Água Doce do Norte,Alegre,Alfredo Chaves,Alto Rio Novo,Anchieta,Apiacá,Aracruz,Atílio Vivacqua,Baixo Guandu,Barra de São Francisco,Boa Esperança,Bom Jesus do Norte,Brejetuba,Cachoeiro de Itapemirim,Cariacica,Castelo,Colatina,Conceição da Barra,Conceição do Castelo,Divino de São Lourenço,Domingos Martins,Dores do Rio Preto,Ecoporanga,Fundão,Governador Lindenberg,Guaçuí,Guarapari,Ibatiba,Ibiraçu,Ibitirama,Iconha,Irupi,Itaguaçu,Itapemirim,Itarana,Iúna,Jaguaré,Jerônimo Monteiro,João Neiva,Laranja da Terra,Linhares,Mantenópolis,Marataízes,Marechal Floriano,Marilândia,Mimoso do Sul,Montanha,Mucurici,Muniz Freire,Muqui,Nova Venécia,Pancas,Pedro Canário,Pinheiros,Piúma,Ponto Belo,Presidente Kennedy,Rio Bananal,Rio Novo do Sul,Santa Leopoldina,Santa Maria de Jetibá,Santa Teresa,São Domingos do Norte,São Gabriel da Palha,São José do Calçado,São Mateus,São Roque do Canaã,Serra,Sooretama,Vargem Alta,Venda Nova do Imigrante,Viana,Vila Pavão,Vila Valério,Vila Velha,Vitória
90,0,0,49,32,8,150,0,194,0,20,92,11,0,0,155,3.8128e+05,10,98,0,46,0,142,0,20,20,0,24,202,25,21,0,0,0,14,0,35,0,0,0,0,24,141,20,10,48,0,0,0,0,26,13,29,63,0,0,24,0,0,10,0,130,73,21,0,26,0,122,0,9521,0,0,38,3721,0,25,20975,40562
12,0,0,51,0,0,0,0,9,0,0,0,0,0,17,647,0,37534,0,0,61,0,42,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,49,213,0,0,0,12,252
0,11,0,22,0,9,13,0,175,0,82,0,9,0,0,22,0,13,1.225e+05,0,0,0,23,0,37,0,31,0,14,0,10,0,14,0,90,0,0,0,0,0,72,0,97,13,0,0,235,0,0,0,0,0,73,117,0,20,0,0,0,9,0,0,12,99,51,62,0,76,22,56,0,0,0,0,0,9,84,561
0,0,0,0,0,0,18,0,51,0,0,0,0,0,0,0,0,0,7,31063,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,22,0,0,0,17,0,62,49,0,0,0,0,0,0,0,10,0,0,0,671,0,6,14,0,0,0,0,0,25,79
24,0,0,12,0,0,0,0,0,0,0,0,0,0,58,64,0,105,0,0,12723,0,32,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,500,0,0,0,17,61
5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4304,0,12,0,0,0,27,0,0,0,142,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
61,0,0,49,0,0,9,0,8,0,0,0,0,0,0,0,86,0,0,0,0,0,33850,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,90,0,0,0,0,0,0,51,0,13,254,51,0,0,50,369
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,8,0,6749,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,13,50,0,0,0,0,0,0,0,0,162,10,0,0,0,0,0,18,0,0,0,0,0,22923,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,8,0,0,0,299,0,0,0,0,38,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,10,0,10,65
0,0,5,5,0,0,15,0,566,0,9,0,0,0,0,0,58,0,40,0,0,0,4,0,0,21509,0,0,7,0,257,0,4,0,0,0,6,0,0,0,15,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,18,0,70,0,0,0,13,7,1297,0,0,0,5,0,0,79,654
0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,4,0,0,284,0,0,0,0,0,0,0,12709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,7,6,0,0,6,12,0,0,0,0,0,0,5,30
0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,19,0,65,0,0,0,30867,0,0,0,19,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,11,85
0,11,0,14,51,0,1625,0,1,0,14,0,0,0,0,36,149,22,21,0,0,0,6,0,0,0,31,0,1.2486e+05,11,9,18,66,0,0,0,0,0,0,0,0,0,28,0,17,12,0,14,0,0,10,9,13,11,0,12,60,0,0,0,0,0,23,0,0,0,8,48,0,175,0,0,0,246,0,0,1351,1588
10,0,0,0,0,0,0,0,0,0,0,0,0,0,53,21,0,0,38,0,14,0,0,0,0,0,0,14,0,26082,0,0,0,241,11,0,0,222,0,0,0,0,0,0,0,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,13,110
0,0,0,29,0,0,12,0,876,0,0,0,0,0,0,0,6,0,36,0,0,0,0,0,0,84,0,0,0,0,12479,0,0,0,0,0,0,0,0,0,270,0,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7,9,61,0,0,0,0,0,0,4,121
0,0,0,49,0,0,0,0,0,0,0,0,0,6,0,12,0,5,0,0,0,8,5,0,0,0,0,18,0,12,0,8889,0,33,0,0,0,53,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,5,22,0,103,0,0,0,0,0,0,0,0,217,13,5,0,0,0,0,0,0,0,0,0,0,155,6,0,0,13860,0,0,6,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,103,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,14,94
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,91,0,49,0,13377,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15
7,0,0,0,0,0,0,0,6,0,35,0,0,0,0,0,0,6,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14066,0,115,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,83,80,0,0,0,0,0,0,0,0,0,0,0,0,16,79
0,0,0,10,0,0,174,0,25,0,0,0,0,14,0,555,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,93,0,0,34348,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,123,0,60,0,220,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,101
54,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,23,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,10555,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,114,0,0,0,5,6,29,0,0,0,0,0,0,21,102
0,0,0,74,0,0,0,0,12,0,0,0,0,0,15,32,0,23,0,0,6,0,0,0,0,0,0,0,0,126,0,58,0,199,0,0,0,29161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,33,0,0,0,10,96
0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,9,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30477,0,0,0,263,0,0,0,0,0,0,0,0,0,80,0,18,0,0,0,0,13,0,0,0,0,0,0,0,319,0,0,40,0,0,0,0,12,17,102
0,0,0,378,0,0,4,0,0,0,0,0,0,0,0,543,2,50,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,12192,0,0,0,0,0,0,0,10,0,0,11,36,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,22,37
0,0,0,0,0,0,0,0,1006,0,10,0,0,0,0,0,0,0,163,0,0,0,0,0,6,15,0,0,10,0,310,0,0,0,0,0,0,0,0,0,16668,0,92,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,4,0,0,0,15,0,90,0,0,0,5,0,6,35,402
93,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,35,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,5,0,59,0,0,0,0,10947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,8,0,0,0,0,0,6,0,0,0,0,0,0,6,35
