Afonso Cláudio,Águia Branca,Água Doce do Norte,Alegre,Alfredo Chaves,Alto Rio Novo,Anchieta,Apiacá,Aracruz,Atílio Vivacqua,Baixo Guandu,Barra de São Francisco,Boa Esperança,Bom Jesus do Norte,Brejetuba,Cachoeiro de Itapemirim,Cariacica,Castelo,Colatina,Conceição da Barra,Conceição do Castelo,Divino de São Lourenço,Domingos Martins,Dores do Rio Preto,Ecoporanga,Fundão,Governador Lindenberg,Guaçuí,Guarapari,Ibatiba,Ibiraçu,Ibitirama,Iconha,Irupi,Itaguaçu,Itapemirim,Itarana,Iúna,Jaguaré,Jerônimo Monteiro,João Neiva,Laranja da Terra,Linhares,Mantenópolis,Marataízes,Marechal Floriano,Marilândia,Mimoso do Sul,Montanha,Mucurici,Muniz Freire,Muqui,Nova Venécia,Pancas,Pedro Canário,Pinheiros,Piúma,Ponto Belo,Presidente Kennedy,Rio Bananal,Rio Novo do Sul,Santa Leopoldina,Santa Maria de Jetibá,Santa Teresa,São Domingos do Norte,São Gabriel da Palha,São José do Calçado,São Mateus,São Roque do Canaã,Serra,Sooretama,Vargem Alta,Venda Nova do Imigrante,Viana,Vila Pavão,Vila Valério,Vila Velha,Vitória
7,2,2,0,2,0,3,0,15,0,5,4,3,0,0,20,146,3,11,1,1,0,2,0,5,8,0,4,18,2,1,1,0,0,0,12,1,1,1,0,2,0,11,1,18,4,0,1,0,1,1,3,2,0,1,3,2,0,2,0,1,0,4,5,2,0,0,6,2,180,2,1,1,19,0,0,160,138
7,2,2,0,2,0,3,0,18,0,6,6,3,0,0,20,151,3,12,1,1,0,3,0,5,9,0,5,19,2,1,1,0,0,0,14,1,1,1,0,2,0,11,1,19,4,0,1,0,1,1,3,4,0,1,3,2,0,3,0,1,0,4,5,3,0,0,7,2,192,2,1,1,20,0,0,161,147
7,2,2,0,2,0,3,0,18,0,7,6,3,0,0,21,152,3,12,1,1,0,3,0,5,9,0,5,19,2,1,3,0,0,0,14,1,1,1,0,3,0,12,1,20,4,0,1,0,1,1,4,4,0,1,3,2,0,3,0,1,0,4,5,3,0,0,7,2,198,2,1,1,21,0,0,165,153
7,2,2,0,2,0,4,0,18,0,7,6,3,0,0,22,155,3,12,1,1,0,3,0,5,9,0,5,22,2,1,3,0,0,0,16,1,2,2,0,3,0,13,1,20,4,0,1,1,1,1,4,4,0,2,3,2,0,3,0,1,0,4,5,3,0,0,9,2,202,2,1,1,22,0,0,173,159
7,2,2,0,2,0,4,0,18,0,7,6,3,0,0,25,157,3,12,1,1,0,3,0,5,9,0,5,23,3,1,3,0,0,0,18,1,2,2,0,3,0,14,1,21,4,0,1,1,1,1,4,4,0,2,3,3,0,3,0,1,0,5,5,3,0,0,10,2,204,3,1,1,23,0,1,178,164
7,2,2,0,2,0,4,0,19,0,7,6,3,0,0,26,159,3,13,1,1,0,3,0,5,9,0,5,23,3,1,3,0,0,0,18,1,2,2,0,3,0,14,1,24,4,0,1,1,1,1,4,5,0,2,3,3,0,3,0,1,0,5,5,3,0,0,10,2,209,3,1,1,23,0,1,182,168
7,2,2,0,3,0,4,0,21,0,7,6,3,0,0,28,161,3,16,1,1,0,3,0,5,9,0,5,24,3,1,3,0,0,0,18,1,2,2,0,3,0,17,1,24,5,0,2,1,1,1,4,5,0,2,3,3,0,3,0,1,0,5,5,3,0,0,11,2,214,3,1,1,25,0,1,192,173
7,2,2,0,3,0,4,0,21,0,7,6,3,0,0,29,168,3,17,1,1,0,3,0,5,9,0,5,25,4,1,3,0,0,0,18,1,3,2,0,3,0,17,1,24,5,0,2,1,1,1,4,5,0,2,3,3,0,3,0,1,0,5,5,3,0,0,12,2,216,4,1,1,27,0,1,198,181
7,2,2,0,3,0,4,0,22,1,7,6,3,0,0,31,177,3,17,1,2,0,3,0,5,9,0,5,30,4,1,3,0,0,0,18,1,3,2,0,3,0,18,1,24,5,0,2,1,1,1,4,5,0,2,3,3,0,4,0,2,0,5,5,3,1,0,13,2,221,4,1,2,28,0,2,208,188
7,2,2,1,3,0,4,0,22,1,7,6,3,0,0,32,183,3,19,1,2,0,3,0,5,9,0,5,31,4,2,3,0,0,0,20,1,3,2,0,3,0,19,1,24,5,1,2,1,1,1,5,6,0,2,3,3,0,4,0,3,1,5,5,3,1,0,13,2,226,4,1,2,29,0,2,218,193
7,2,2,1,3,0,4,0,23,1,7,6,3,0,0,36,191,4,21,2,2,0,3,0,5,9,0,5,31,4,2,3,0,0,0,21,1,3,3,0,3,0,19,1,25,7,1,2,1,1,1,5,6,0,2,3,3,0,4,0,3,1,5,5,3,1,0,13,2,233,4,1,2,31,0,2,223,200
7,2,2,1,3,0,4,0,23,1,7,6,3,0,0,40,195,4,21,2,2,0,3,0,5,9,0,5,31,4,2,3,0,0,0,22,1,3,3,0,3,0,21,1,25,8,1,2,1,1,1,5,6,0,3,3,3,0,4,0,5,1,5,5,3,1,0,13,2,236,4,1,2,34,0,2,226,204
7,2,2,1,3,0,5,0,23,1,7,6,3,0,0,42,202,5,21,2,2,0,3,0,5,9,0,6,32,4,3,3,0,0,0,23,1,5,3,0,3,0,23,1,26,8,1,2,1,1,1,5,7,0,3,3,3,0,4,0,5,1,5,5,3,1,0,13,2,241,4,1,2,35,0,2,233,206
